GEOID,median_household_income,share_bach_plus,share_mgmt_prof,vot_personal
36081111300,138173.0,0.3004024881083059,0.21551408708379072,28.855669159243327
36081112300,100929.0,0.344275420336269,0.29383506805444354,24.661957308110008
36081112900,100201.0,0.34775010921799915,0.18872870249017037,24.572853098463025
36081113300,118412.0,0.4581560283687943,0.2765957446808511,26.71267711467105
36081113900,87850.0,0.2913770913770914,0.26640926640926643,23.008612998175014
36081114100,126429.0,0.4229848363926576,0.26536312849162014,27.60214976106088
36081114700,98188.0,0.32575356953992596,0.20729772607086197,24.324771170279128
36081115100,121719.0,0.4883720930232558,0.2843551797040169,27.08312313666346
36081115500,89118.0,0.24338624338624337,0.24723424723424722,23.17406774366877
36081115700,62255.0,0.33150015276504735,0.29514207149404215,19.368976632027415
36081115900,63132.0,0.34675324675324676,0.2677922077922078,19.504927051521847
36081116100,42750.0,0.24190005491488192,0.2215815485996705,16.05046489193361
36081116301,41154.0,0.18144611186903137,0.23601637107776263,15.748006417087577
36081116302,61359.0,0.1971356360572873,0.20893007582139847,19.229088268202034
36081116700,55216.0,0.17953861584754263,0.19759277833500502,18.241142137484992
36081117100,76658.0,0.30572228891556624,0.24009603841536614,21.493062354786606
36081117500,87938.0,0.2978723404255319,0.21144987935950865,23.020134063307957
36081118100,98056.0,0.32432432432432434,0.2811850311850312,24.308415049054886
36081118500,60536.0,0.19247787610619468,0.2782079646017699,19.099694332505347
36081118700,67443.0,0.1985674492638281,0.2825308396339037,20.159882504565985
36081118900,54135.0,0.3109919571045576,0.4380697050938338,18.06170010551183
36081119300,50966.0,0.16882034180908712,0.19966652771988327,17.525072827783013
36081119500,104706.0,0.2128463476070529,0.22229219143576825,25.119173226663452
36081119900,120625.0,0.2092130518234165,0.2827895073576456,26.96113801856238
36081120100,84167.0,0.2593059936908517,0.2586750788643533,22.52114570353646
36081120300,58646.0,0.25748502994011974,0.3040585495675316,18.799173431969315
36081120500,31250.0,0.22073079791200598,0.2412378821774795,13.722857933355556
36081120701,106705.0,0.27746870653685674,0.3327538247566064,25.357821565811808
36081121500,89858.0,0.24055712936732768,0.26109537299339,23.270082903144367
36081122300,94397.0,0.22146050670640835,0.2786885245901639,23.85056396026267
36081122702,26694.0,0.16189047261815454,0.1980495123780945,12.683128265544251
36081122703,71465.0,0.18947933440687065,0.2290660225442834,20.75230088130196
36081122704,84904.0,0.3062089425725789,0.20915448188175462,22.619532884551678
36081124100,93417.0,0.35769628099173556,0.2577479338842975,23.72643642518194
36081124700,120685.0,0.34657236126224156,0.24483133841131666,26.967842545693177
36081125700,82031.0,0.2586496472959355,0.3261672824991602,22.233537097038617
36081126500,138424.0,0.3179460580912863,0.37863070539419086,28.881866342138185
36081126700,117743.0,0.19968588736818488,0.20484630917657617,26.637110052313254
36081127700,121577.0,0.5348133198789102,0.24924318869828457,27.067320649831526
36081129102,144154.0,0.4490968801313629,0.24794745484400657,29.473581006184027
36081129103,76705.0,0.3652556095304187,0.22183668748554244,21.499650180848366
36081129104,109891.0,0.4182397088924267,0.27132135546963837,25.733604333659542
36081130100,91389.0,0.36828022378983216,0.16565312576015567,23.467483385477596
36081133300,134083.0,0.5049986490137801,0.339908132937044,28.425388932005006
36081133900,141563.0,0.3691860465116279,0.23328488372093023,29.20750335668589
36081134100,64324.0,0.30158730158730157,0.3399778516057586,19.68820297648652
36081134701,89671.0,0.406198347107438,0.26673553719008264,23.245857059040333
36081134702,86058.0,0.3808440215142739,0.2511377741001241,22.772734394629694
36081136700,95803.0,0.35382492718074504,0.19254944044151465,24.02752904548446
36081137700,109481.0,0.4186710763680096,0.2521046301864101,25.68555382298755
36081138501,96563.0,0.3041656969979055,0.3078892250407261,24.122645322057274
36081139900,159300.0,0.45666235446313064,0.259379042690815,30.983283749298455
36081140300,79375.0,0.22041862451943614,0.25074754378470737,21.87063665836025
36081140901,125038.0,0.195357833655706,0.24081237911025144,27.449887298518124
36081140902,107321.0,0.3059418457648546,0.24905183312262957,25.43091063870368
36081141700,71500.0,0.2795363352652697,0.24632189032545698,20.757381981298323
36081142900,95227.0,0.2595438770451165,0.24863658899355479,23.955189338087834
36081143500,113974.0,0.3846493162770181,0.24261138067931187,26.20731034889705
36081144100,118001.0,0.4351851851851852,0.27925925925925926,26.666277874618427
36081144700,97917.0,0.21900250766230148,0.23989969350794094,24.29117965307377
36081145101,78125.0,0.24518388791593695,0.31961471103327493,21.697743538157347
36081145102,93750.0,0.291311093871218,0.23235065942591157,23.76868716562147
36081145900,119017.0,0.31368821292775667,0.2870722433460076,26.780831437032383
36081146300,88620.0,0.2682108089963075,0.2168512923799933,23.10922756795465
36081146700,112500.0,0.5195394277739009,0.4005582693649686,26.037292245788812
36081147100,94773.0,0.42544910179640716,0.2616766467065868,23.898017267535916
36081147900,90781.0,0.350939226519337,0.2634254143646409,23.389289946595834
36081148300,139643.0,0.5133779264214047,0.22909698996655517,29.00875844127557
36081150701,143472.0,0.4866666666666667,0.21523809523809523,29.403777832673942
36081150702,114821.0,0.44491803278688524,0.22262295081967212,26.304510166127525
36081152901,92750.0,0.3258426966292135,0.21615837346174424,23.64158097551195
