time,origin,destination,count,duration,energy_consumption,tour_length,cluster_id,tour_revenue,revenue,per_flight_revenue,tour_sequence,served,p,q,p2,q2
515.0,0,0,1,25,35.0,2,15,153.2516319146921,,,LAX-LGB-LAX,1,32.5,37.5,37.5,50.0
515.0,8,0,1,10,15.0,1,34,25.524421817866624,25.524421817866624,25.524421817866624,BVH-LAX,1,60.0,60.0,60.0,60.0
515.0,5,0,1,15,20.0,1,36,264.76814117882645,264.76814117882645,264.76814117882645,ANH-LAX,1,20.0,20.0,20.0,55.0
515.0,3,0,1,15,20.0,1,40,117.8047207865958,117.8047207865958,117.8047207865958,WDHL-LAX,1,55.0,57.5,57.5,75.0
520.0,1,0,1,10,15.0,1,19,62.37620471543725,62.37620471543725,62.37620471543725,DTLA-LAX,1,57.5,57.5,57.5,57.5
520.0,6,1,1,20,30.0,2,24,224.7832699438137,,,HWD-LAX-DTLA,1,35.0,70.0,70.0,80.0
520.0,4,0,1,10,15.0,1,16,41.22670065423043,41.22670065423043,41.22670065423043,UVS-LAX,1,65.0,65.0,65.0,65.0
520.0,0,0,1,20,30.0,2,18,233.91076768288968,,,LAX-DTLA-LAX,1,20.0,50.0,50.0,75.0
520.0,7,0,1,10,15.0,1,3,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,20.0,37.5,22.5,40.0
520.0,0,5,1,15,20.0,1,8,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,47.5,47.5,27.5,60.0
520.0,0,0,1,20,30.0,2,12,102.0976872714665,,,LAX-BVH-LAX,1,20.0,70.0,70.0,70.0
520.0,0,0,1,20,30.0,2,22,118.26651327500653,,,LAX-PSD-LAX,1,20.0,82.5,82.5,82.5
525.0,0,5,1,15,20.0,1,10,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,57.5,62.5,62.5,65.0
525.0,5,1,1,25,35.0,2,11,384.2122905961539,,,ANH-LAX-DTLA,1,20.0,35.0,35.0,55.0
525.0,0,0,1,20,30.0,2,34,157.68868436667537,,,LAX-PSD-LAX,1,30.0,72.5,72.5,75.0
525.0,1,0,1,10,15.0,1,2,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,50.0,50.0,50.0,50.0
525.0,0,4,1,10,15.0,1,6,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,27.5,40.0,40.0,50.0
525.0,0,0,1,20,30.0,2,30,133.37448068391893,,,LAX-HWD-LAX,1,50.0,50.0,50.0,50.0
530.0,5,2,1,25,35.0,2,17,506.27582015312737,,,ANH-LAX-LGB,1,22.5,42.5,42.5,70.0
530.0,0,3,1,15,20.0,1,29,117.8047207865958,117.8047207865958,117.8047207865958,LAX-WDHL,1,47.5,52.5,52.5,55.0
530.0,0,2,1,10,15.0,1,16,102.16775460979474,102.16775460979474,102.16775460979474,LAX-LGB,1,50.0,50.0,50.0,72.5
530.0,1,0,1,10,15.0,1,37,109.15835825201518,218.31671650403035,109.15835825201518,DTLA-LAX,1,60.0,60.0,60.0,60.0
530.0,3,0,1,15,20.0,1,38,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,42.5,42.5,42.5,52.5
530.0,0,6,1,10,15.0,1,20,66.68724034195947,66.68724034195947,66.68724034195947,LAX-HWD,1,40.0,40.0,40.0,50.0
530.0,0,8,1,10,15.0,1,19,51.04884363573325,51.04884363573325,51.04884363573325,LAX-BVH,1,42.5,42.5,42.5,52.5
535.0,0,2,1,10,15.0,1,21,51.08387730489737,51.08387730489737,51.08387730489737,LAX-LGB,1,20.0,25.0,25.0,50.0
535.0,5,0,1,15,20.0,1,25,264.76814117882645,264.76814117882645,264.76814117882645,ANH-LAX,1,52.5,52.5,52.5,52.5
535.0,1,0,1,10,15.0,1,26,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,72.5,72.5,72.5,72.5
535.0,0,0,1,20,30.0,2,2,249.504818861749,,,LAX-DTLA-LAX,1,20.0,20.0,20.0,80.0
540.0,7,1,1,20,30.0,2,13,141.22054689877493,,,PSD-LAX-DTLA,1,20.0,22.5,22.5,52.5
540.0,0,5,1,15,20.0,1,0,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,65.0,70.0,70.0,70.0
540.0,0,6,1,10,15.0,1,37,133.37448068391893,133.37448068391893,133.37448068391893,LAX-HWD,1,45.0,45.0,45.0,55.0
540.0,1,0,1,10,15.0,1,23,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,75.0,75.0,75.0,75.0
545.0,0,0,1,20,30.0,2,26,102.0976872714665,,,LAX-BVH-LAX,1,42.5,70.0,70.0,82.5
545.0,8,0,1,10,15.0,1,19,25.524421817866624,25.524421817866624,25.524421817866624,BVH-LAX,1,37.5,40.0,40.0,90.0
545.0,4,0,1,10,15.0,1,6,123.68010196269128,123.68010196269128,123.68010196269128,UVS-LAX,1,35.0,37.5,37.5,55.0
545.0,5,6,1,25,35.0,2,10,398.1426218627454,,,ANH-LAX-HWD,1,30.0,50.0,50.0,90.0
545.0,0,0,1,20,30.0,2,30,123.68010196269128,,,LAX-UVS-LAX,1,20.0,50.0,50.0,55.0
545.0,0,0,1,20,30.0,2,36,118.26651327500653,,,LAX-PSD-LAX,1,25.0,87.5,72.5,95.0
545.0,6,1,1,20,30.0,2,20,147.89077295614769,,,HWD-LAX-DTLA,1,20.0,65.0,65.0,67.5
545.0,0,3,1,15,20.0,1,4,235.6094415731916,235.6094415731916,235.6094415731916,LAX-WDHL,1,50.0,50.0,35.0,35.0
545.0,0,5,1,15,20.0,1,7,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,20.0,55.0,55.0,55.0
550.0,0,0,1,20,30.0,2,40,233.40534119685813,,,LAX-HWD-LAX,1,45.0,80.0,80.0,80.0
550.0,0,7,1,10,15.0,1,1,118.26651327500653,118.26651327500653,118.26651327500653,LAX-PSD,1,60.0,60.0,60.0,62.5
550.0,1,0,1,10,15.0,1,35,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,22.5,35.0,20.0,65.0
550.0,0,3,1,15,20.0,1,23,117.8047207865958,117.8047207865958,117.8047207865958,LAX-WDHL,1,55.0,55.0,55.0,55.0
550.0,4,5,1,25,35.0,2,14,258.9654954276785,,,UVS-LAX-ANH,1,20.0,70.0,70.0,72.5
550.0,0,8,1,10,15.0,1,25,51.04884363573325,51.04884363573325,51.04884363573325,LAX-BVH,1,37.5,47.5,47.5,52.5
550.0,0,4,1,10,15.0,1,38,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,37.5,57.5,57.5,57.5
550.0,3,1,1,25,35.0,2,29,183.65476982417238,,,WDHL-LAX-DTLA,1,20.0,22.5,22.5,77.5
555.0,2,0,1,15,20.0,1,16,153.2516319146921,153.2516319146921,153.2516319146921,LGB-LAX,1,52.5,52.5,52.5,60.0
555.0,1,0,1,10,15.0,1,3,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,25.0,27.5,27.5,50.0
555.0,0,0,1,20,30.0,2,15,76.57326545359987,,,LAX-BVH-LAX,1,20.0,47.5,47.5,47.5
555.0,6,0,1,10,15.0,1,37,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,40.0,40.0,40.0,50.0
555.0,3,1,1,25,35.0,2,33,211.36902785975167,,,WDHL-LAX-DTLA,1,22.5,35.0,20.0,85.0
560.0,5,0,1,15,20.0,1,0,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,50.0,50.0,50.0,50.0
565.0,0,5,1,15,20.0,1,12,353.0241882384353,706.0483764768705,353.0241882384353,LAX-ANH,1,50.0,50.0,50.0,50.0
565.0,1,0,1,10,15.0,1,5,62.37620471543725,62.37620471543725,62.37620471543725,DTLA-LAX,1,50.0,50.0,50.0,50.0
565.0,0,6,1,10,15.0,1,9,133.37448068391893,133.37448068391893,133.37448068391893,LAX-HWD,1,77.5,77.5,77.5,90.0
565.0,3,2,1,25,35.0,2,23,161.07011500309264,,,WDHL-LAX-LGB,1,20.0,47.5,47.5,80.0
565.0,0,0,1,20,30.0,2,6,157.68868436667537,,,LAX-PSD-LAX,1,25.0,52.5,52.5,75.0
565.0,2,0,1,15,20.0,1,21,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,30.0,32.5,32.5,35.0
570.0,0,5,1,15,20.0,1,18,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,55.0,55.0,55.0,55.0
570.0,5,0,1,15,20.0,1,39,176.51209411921764,176.51209411921764,176.51209411921764,ANH-LAX,1,72.5,72.5,72.5,77.5
570.0,6,0,1,10,15.0,1,32,33.34362017097973,33.34362017097973,33.34362017097973,HWD-LAX,1,55.0,55.0,55.0,55.0
570.0,0,3,1,15,20.0,1,34,117.8047207865958,117.8047207865958,117.8047207865958,LAX-WDHL,1,55.0,55.0,55.0,55.0
570.0,0,2,1,10,15.0,1,8,102.16775460979474,102.16775460979474,102.16775460979474,LAX-LGB,1,45.0,70.0,70.0,70.0
570.0,8,0,1,10,15.0,1,4,76.57326545359987,76.57326545359987,76.57326545359987,BVH-LAX,1,20.0,20.0,20.0,67.5
570.0,0,0,1,20,30.0,2,37,266.74896136783786,,,LAX-HWD-LAX,1,20.0,20.0,20.0,47.5
570.0,4,0,1,10,15.0,1,38,41.22670065423043,41.22670065423043,41.22670065423043,UVS-LAX,1,42.5,42.5,42.5,42.5
570.0,0,4,1,10,15.0,1,31,82.45340130846085,82.45340130846085,82.45340130846085,LAX-UVS,1,72.5,72.5,72.5,72.50000000000003
570.0,1,0,1,10,15.0,1,24,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,65.0,65.0,65.0,65.0
570.0,7,0,1,10,15.0,1,1,39.422171091668844,39.422171091668844,39.422171091668844,PSD-LAX,1,47.5,47.5,47.5,60.0
575.0,8,1,1,20,30.0,2,25,119.0887288910225,,,BVH-LAX-DTLA,1,22.5,70.0,70.0,70.0
575.0,0,5,1,15,20.0,1,28,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,72.5,72.5,72.5,72.5
575.0,1,0,1,10,15.0,1,27,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,55.0,55.0,55.0,55.0
575.0,0,0,1,20,30.0,2,5,233.91076768288968,,,LAX-DTLA-LAX,1,20.0,40.0,20.0,55.0
575.0,0,0,1,20,30.0,2,0,133.37448068391893,,,LAX-HWD-LAX,1,20.0,60.0,60.0,60.0
575.0,5,1,1,25,35.0,2,7,477.77659766930975,,,ANH-LAX-DTLA,1,20.0,80.0,80.0,80.0
575.0,0,0,1,20,30.0,2,3,127.62210908933312,,,LAX-BVH-LAX,1,20.0,20.0,20.0,57.5
575.0,0,3,1,15,20.0,1,16,117.8047207865958,117.8047207865958,117.8047207865958,LAX-WDHL,1,40.0,40.0,40.0,40.0
580.0,0,5,1,15,20.0,1,32,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,35.0,42.5,42.5,42.5
580.0,5,0,1,15,20.0,1,12,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,30.0,35.0,35.0,70.0
580.0,0,7,1,10,15.0,1,38,118.26651327500653,118.26651327500653,118.26651327500653,LAX-PSD,1,27.5,62.5,47.5,75.0
580.0,0,0,1,20,30.0,2,24,164.9068026169217,,,LAX-UVS-LAX,1,35.0,35.0,35.0,35.0
585.0,1,1,1,20,30.0,2,13,233.91076768288968,,,DTLA-LAX-DTLA,1,22.5,55.0,55.0,65.0
585.0,4,0,1,10,15.0,1,31,41.22670065423043,41.22670065423043,41.22670065423043,UVS-LAX,1,57.500000000000036,57.500000000000036,57.500000000000036,57.500000000000036
585.0,3,1,1,25,35.0,2,34,183.65476982417238,,,WDHL-LAX-DTLA,1,20.0,60.0,60.0,82.5
585.0,5,1,1,25,35.0,2,18,301.2645035500921,,,ANH-LAX-DTLA,1,20.0,60.0,60.0,67.5
585.0,0,4,1,10,15.0,1,27,123.68010196269128,123.68010196269128,123.68010196269128,LAX-UVS,1,40.0,42.5,42.5,50.0
590.0,3,0,1,15,20.0,1,16,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,20.0,27.5,27.5,92.5
590.0,0,5,1,15,20.0,1,22,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,62.5,62.5,62.5,62.5
590.0,0,0,1,25,35.0,2,39,306.5032638293842,,,LAX-LGB-LAX,1,42.5,42.5,42.5,42.5
590.0,0,3,1,15,20.0,1,15,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,27.5,30.0,30.0,40.0
590.0,0,0,1,20,30.0,2,1,166.71810085489867,,,LAX-HWD-LAX,1,30.0,30.0,30.0,75.0
590.0,5,0,1,15,20.0,1,28,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,52.5,52.5,52.5,52.5
590.0,0,6,1,10,15.0,1,21,133.37448068391893,266.74896136783786,133.37448068391893,LAX-HWD,1,20.0,20.0,20.0,40.0
590.0,0,8,1,10,15.0,1,30,51.04884363573325,51.04884363573325,51.04884363573325,LAX-BVH,1,40.0,45.0,45.0,50.0
595.0,0,0,1,25,35.0,2,31,306.5032638293842,,,LAX-LGB-LAX,1,22.500000000000036,22.5,22.5,72.5
595.0,0,0,1,20,30.0,2,40,233.40534119685813,,,LAX-HWD-LAX,1,50.0,50.0,50.0,72.5
595.0,1,0,1,10,15.0,1,35,93.56430707315587,187.12861414631175,93.56430707315587,DTLA-LAX,1,50.0,50.0,50.0,50.0
595.0,2,0,1,15,20.0,1,8,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,50.0,50.0,50.0,50.0
595.0,6,0,1,10,15.0,1,9,100.0308605129392,100.0308605129392,100.0308605129392,HWD-LAX,1,75.0,75.0,75.0,75.0
595.0,0,5,1,15,20.0,1,26,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,62.5,62.5,62.5,62.5
595.0,1,0,1,10,15.0,1,20,93.56430707315587,187.12861414631175,93.56430707315587,DTLA-LAX,1,52.5,52.5,52.5,60.0
600.0,4,1,1,20,30.0,2,27,217.24440903584716,,,UVS-LAX-DTLA,1,20.0,65.0,50.0,55.0
600.0,0,5,1,15,20.0,1,2,353.0241882384353,706.0483764768705,353.0241882384353,LAX-ANH,1,60.0,60.0,60.0,60.0
600.0,5,0,1,15,20.0,1,32,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,22.5,22.5,22.5,95.0
600.0,1,0,1,10,15.0,1,11,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,40.0,40.0,40.0,40.0
600.0,0,3,1,15,20.0,1,19,117.8047207865958,117.8047207865958,117.8047207865958,LAX-WDHL,1,70.0,70.0,70.0,70.0
605.0,0,5,1,15,20.0,1,9,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,55.0,55.0,55.0,55.0
605.0,0,7,1,10,15.0,1,24,39.422171091668844,39.422171091668844,39.422171091668844,LAX-PSD,1,20.0,30.0,30.0,77.5
605.0,5,1,1,25,35.0,2,22,213.0084564904833,,,ANH-LAX-DTLA,1,27.5,50.0,50.0,50.0
605.0,0,0,1,25,35.0,2,4,383.12907978673024,,,LAX-LGB-LAX,1,32.5,32.5,32.5,52.5
605.0,8,1,1,20,30.0,2,30,119.0887288910225,,,BVH-LAX-DTLA,1,20.0,65.0,65.0,65.0
605.0,0,0,1,20,30.0,2,35,166.71810085489867,,,LAX-HWD-LAX,1,20.0,20.0,20.0,55.0
605.0,0,2,1,10,15.0,1,28,204.33550921958948,408.67101843917897,204.33550921958948,LAX-LGB,1,37.5,40.0,20.0,80.0
610.0,0,0,1,20,30.0,2,20,197.11085545834422,,,LAX-PSD-LAX,1,30.0,72.5,72.5,75.0
610.0,5,1,1,25,35.0,2,26,477.77659766930975,,,ANH-LAX-DTLA,1,27.5,77.5,77.5,82.5
610.0,6,0,1,10,15.0,1,21,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,25.0,35.0,20.0,65.0
610.0,3,0,1,15,20.0,1,15,176.7070811798937,176.7070811798937,176.7070811798937,WDHL-LAX,1,20.0,60.0,60.0,77.5
610.0,0,4,1,10,15.0,1,11,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,25.0,30.0,30.0,37.5
610.0,0,0,1,20,30.0,2,8,178.67095272506637,,,LAX-BVH-LAX,1,20.0,75.0,75.0,75.0
615.0,5,0,1,15,20.0,1,2,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,40.0,40.0,40.0,40.0
615.0,0,8,1,10,15.0,1,39,25.524421817866624,25.524421817866624,25.524421817866624,LAX-BVH,1,27.5,27.5,27.5,40.0
615.0,0,5,1,15,20.0,1,37,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,27.5,27.5,27.5,40.0
615.0,3,0,1,15,20.0,1,19,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,50.0,50.0,50.0,50.0
620.0,5,1,1,25,35.0,2,9,477.77659766930975,,,ANH-LAX-DTLA,1,20.0,65.0,65.0,65.0
620.0,0,3,1,15,20.0,1,0,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,40.0,40.0,40.0,40.0
620.0,0,5,1,15,20.0,1,3,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,37.5,87.5,87.5,90.0
620.0,0,0,1,20,30.0,2,12,164.9068026169217,,,LAX-UVS-LAX,1,40.0,40.0,40.0,50.0
620.0,1,0,1,10,15.0,1,25,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,55.0,55.0,55.0,55.0
625.0,4,0,1,10,15.0,1,11,41.22670065423043,41.22670065423043,41.22670065423043,UVS-LAX,1,22.5,40.0,25.0,50.0
625.0,5,0,1,15,20.0,1,14,88.25604705960882,88.25604705960882,88.25604705960882,ANH-LAX,1,52.5,52.5,52.5,52.5
625.0,1,0,1,10,15.0,1,29,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,62.5,62.5,62.5,62.5
630.0,0,5,1,15,20.0,1,25,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,35.0,50.0,50.0,52.5
630.0,2,0,1,15,20.0,1,17,102.16775460979474,102.16775460979474,102.16775460979474,LGB-LAX,1,50.0,50.0,50.0,50.0
630.0,0,0,1,20,30.0,2,19,166.71810085489867,,,LAX-HWD-LAX,1,20.0,22.5,22.5,55.0
630.0,1,0,1,10,15.0,1,13,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,50.0,50.0,50.0,50.0
630.0,0,3,1,15,20.0,1,2,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,20.0,20.0,20.0,45.0
630.0,8,0,1,10,15.0,1,39,102.0976872714665,102.0976872714665,102.0976872714665,BVH-LAX,1,25.0,52.5,52.5,72.5
630.0,6,1,1,20,30.0,2,10,191.43964977283395,,,HWD-LAX-DTLA,1,60.0,70.0,70.0,85.0
635.0,5,0,1,15,20.0,1,37,353.0241882384353,706.0483764768705,353.0241882384353,ANH-LAX,1,20.0,20.0,20.0,47.5
635.0,3,0,1,15,20.0,1,0,58.9023603932979,58.9023603932979,58.9023603932979,WDHL-LAX,1,20.0,27.5,27.5,55.0
635.0,5,2,1,25,35.0,2,5,404.10806554333266,,,ANH-LAX-LGB,1,20.0,27.5,27.5,57.5
635.0,1,0,1,10,15.0,1,18,31.188102357718623,31.188102357718623,31.188102357718623,DTLA-LAX,1,52.5,52.5,37.5,55.0
635.0,0,4,1,10,15.0,1,29,82.45340130846085,82.45340130846085,82.45340130846085,LAX-UVS,1,47.5,52.5,37.5,75.0
635.0,0,5,1,15,20.0,1,1,88.25604705960882,88.25604705960882,88.25604705960882,LAX-ANH,1,55.0,55.0,55.0,55.0
640.0,0,0,1,20,30.0,2,4,133.37448068391893,,,LAX-HWD-LAX,1,22.5,55.0,55.0,62.5
640.0,1,0,1,10,15.0,1,38,62.37620471543725,62.37620471543725,62.37620471543725,DTLA-LAX,1,60.0,60.0,60.0,60.0
640.0,0,0,1,20,30.0,2,14,247.36020392538256,,,LAX-UVS-LAX,1,22.5,57.5,57.5,57.5
640.0,0,5,1,15,20.0,1,6,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,55.0,55.0,55.0,55.0
640.0,0,2,1,10,15.0,1,40,153.2516319146921,153.2516319146921,153.2516319146921,LAX-LGB,1,57.5,60.0,60.0,80.0
640.0,0,0,1,20,30.0,2,13,140.38431999826645,,,LAX-BVH-LAX,1,20.0,20.0,20.0,52.5
645.0,2,0,1,15,20.0,1,23,204.33550921958948,204.33550921958948,204.33550921958948,LGB-LAX,1,60.0,60.0,60.0,60.0
645.0,0,3,1,15,20.0,1,33,58.9023603932979,58.9023603932979,58.9023603932979,LAX-WDHL,1,65.0,65.0,45.0,80.0
645.0,1,0,1,10,15.0,1,22,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,35.0,57.5,42.5,47.5
645.0,0,0,1,20,30.0,2,12,233.40534119685813,,,LAX-HWD-LAX,1,20.0,27.5,27.5,60.0
645.0,0,0,1,20,30.0,2,17,153.14653090719975,,,LAX-BVH-LAX,1,20.0,37.5,37.5,52.5
650.0,0,5,1,15,20.0,1,38,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,40.0,40.0,40.0,40.0
650.0,1,0,1,10,15.0,1,7,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,65.0,65.0,65.0,65.0
650.0,7,0,1,10,15.0,1,24,118.26651327500653,118.26651327500653,118.26651327500653,PSD-LAX,1,62.5,62.5,62.5,62.5
650.0,0,7,1,10,15.0,1,35,118.26651327500653,118.26651327500653,118.26651327500653,LAX-PSD,1,40.0,40.0,40.0,50.0
650.0,5,0,1,15,20.0,1,1,176.51209411921764,176.51209411921764,176.51209411921764,ANH-LAX,1,35.0,35.0,35.0,35.0
650.0,0,0,1,20,30.0,2,31,66.68724034195947,,,LAX-HWD-LAX,1,42.5,42.5,42.5,42.5
655.0,0,0,1,25,35.0,2,27,255.41938652448687,,,LAX-LGB-LAX,1,20.0,25.0,25.0,80.0
655.0,1,0,1,10,15.0,1,30,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,50.0,50.0,50.0,50.0
655.0,7,0,1,10,15.0,1,21,118.26651327500653,118.26651327500653,118.26651327500653,PSD-LAX,1,50.0,50.0,50.0,50.0
655.0,3,0,1,15,20.0,1,2,176.7070811798937,176.7070811798937,176.7070811798937,WDHL-LAX,1,25.0,50.0,50.0,50.0
655.0,5,1,1,25,35.0,2,6,327.1443458942637,,,ANH-LAX-DTLA,1,20.0,40.0,40.0,52.5
660.0,0,0,1,20,30.0,2,8,76.57326545359987,,,LAX-BVH-LAX,1,45.0,45.0,45.0,52.5
660.0,5,0,1,15,20.0,1,25,264.76814117882645,264.76814117882645,264.76814117882645,ANH-LAX,1,32.5,82.5,82.5,82.5
660.0,0,6,1,10,15.0,1,24,116.70267059842907,233.40534119685813,116.70267059842907,LAX-HWD,1,47.5,65.0,65.0,65.0
660.0,0,0,1,20,30.0,2,7,250.07715128234798,,,LAX-HWD-LAX,1,35.0,35.0,35.0,35.0
660.0,0,0,1,25,35.0,2,20,280.96132517693553,,,LAX-LGB-LAX,1,40.0,49.99999999999993,49.99999999999993,65.0
660.0,0,5,1,15,20.0,1,23,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,40.0,40.0,40.0,40.0
660.0,1,0,1,10,15.0,1,36,124.7524094308745,124.7524094308745,124.7524094308745,DTLA-LAX,1,80.0,80.0,80.0,80.0
665.0,1,0,1,10,15.0,1,18,124.7524094308745,249.504818861749,124.7524094308745,DTLA-LAX,1,40.0,42.5,42.5,50.0
665.0,5,0,1,15,20.0,1,38,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,20.0,70.0,70.0,70.0
665.0,0,0,1,20,30.0,2,30,157.68868436667537,,,LAX-PSD-LAX,1,20.0,22.5,22.5,70.0
665.0,4,0,1,10,15.0,1,28,41.22670065423043,41.22670065423043,41.22670065423043,UVS-LAX,1,65.0,65.0,50.0,72.5
665.0,0,4,1,10,15.0,1,1,41.22670065423043,41.22670065423043,41.22670065423043,LAX-UVS,1,20.0,20.0,20.0,52.5
665.0,0,2,1,10,15.0,1,16,204.33550921958948,204.33550921958948,204.33550921958948,LAX-LGB,1,77.5,77.5,77.5,85.0
665.0,1,0,1,10,15.0,1,34,124.7524094308745,249.504818861749,124.7524094308745,DTLA-LAX,1,67.5,67.5,67.5,72.5
665.0,7,1,1,20,30.0,2,35,282.44109379754985,,,PSD-LAX-DTLA,1,20.0,20.0,20.0,65.0
665.0,0,0,1,20,30.0,2,39,200.0617210258784,,,LAX-HWD-LAX,1,42.5,42.5,42.5,85.0
665.0,0,0,1,20,30.0,2,21,127.62210908933312,,,LAX-BVH-LAX,1,20.0,22.5,22.5,47.5
670.0,2,0,1,15,20.0,1,40,178.7935705671408,357.5871411342816,178.7935705671408,LGB-LAX,1,60.0,60.0,60.0,60.0
670.0,1,1,1,20,30.0,2,11,249.504818861749,,,DTLA-LAX-DTLA,1,20.0,27.5,27.5,70.0
670.0,0,7,1,10,15.0,1,31,118.26651327500653,118.26651327500653,118.26651327500653,LAX-PSD,1,27.5,27.5,27.5,40.0
670.0,0,5,1,15,20.0,1,15,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,57.5,57.5,57.5,57.5
670.0,0,8,1,10,15.0,1,36,25.524421817866624,25.524421817866624,25.524421817866624,LAX-BVH,1,65.0,65.0,65.0,70.0
675.0,0,5,1,15,20.0,1,37,176.51209411921764,176.51209411921764,176.51209411921764,LAX-ANH,1,27.5,30.0,30.0,40.0
675.0,5,0,1,15,20.0,1,23,353.0241882384353,353.0241882384353,353.0241882384353,ANH-LAX,1,20.0,57.5,57.5,75.0
675.0,1,0,1,10,15.0,1,10,31.188102357718623,31.188102357718623,31.188102357718623,DTLA-LAX,1,70.0,72.5,72.5,75.0
680.0,0,7,1,10,15.0,1,4,118.26651327500653,236.53302655001306,118.26651327500653,LAX-PSD,1,47.5,55.0,55.0,65.0
680.0,6,0,1,10,15.0,1,24,133.37448068391893,133.37448068391893,133.37448068391893,HWD-LAX,1,50.0,50.0,50.0,50.0
680.0,1,0,1,10,15.0,1,22,93.56430707315587,93.56430707315587,93.56430707315587,DTLA-LAX,1,32.5,35.0,20.0,70.0
680.0,0,5,1,15,20.0,1,29,264.76814117882645,264.76814117882645,264.76814117882645,LAX-ANH,1,55.0,55.0,55.0,55.0
680.0,0,0,1,20,30.0,2,2,187.12861414631175,,,LAX-DTLA-LAX,1,20.0,22.5,22.5,67.5
680.0,0,0,1,20,30.0,2,19,250.07715128234798,,,LAX-HWD-LAX,1,25.0,25.0,25.0,55.0
680.0,0,6,1,10,15.0,1,34,116.70267059842907,233.40534119685813,116.70267059842907,LAX-HWD,1,57.5,57.5,57.5,65.0
680.0,0,0,1,20,30.0,2,18,197.11085545834422,,,LAX-PSD-LAX,1,20.0,35.0,20.0,75.0
680.0,5,0,1,15,20.0,1,3,264.76814117882645,264.76814117882645,264.76814117882645,ANH-LAX,1,70.0,72.5,72.5,75.0
680.0,0,2,1,10,15.0,1,7,153.2516319146921,153.2516319146921,153.2516319146921,LAX-LGB,1,20.0,40.0,20.0,52.5
685.0,0,0,1,20,30.0,2,40,153.14653090719975,,,LAX-BVH-LAX,1,30.0,72.5,72.5,75.0
685.0,0,5,1,15,20.0,1,32,353.0241882384353,353.0241882384353,353.0241882384353,LAX-ANH,1,75.0,75.0,75.0,75.0
